sample_id,vol_cor,sieve,fraction_proc,size_class,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,tot_count,abundance,lab_processor,sample_time,ww,biomass,processor_notes
JSPK1118,NA,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,zoea,NA,<2,3,3,0.152373466,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,>10,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,TBD,TBD,TBD,Pleuronectidae (fish),larvae,NA,15.8,1,1,0.050791155,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,1 to 2,Cnidaria,Hydrozoa,Siphonophora,NA,NA,NA,TBD,TBD,TBD,Siphonophore,NA,NA,<2,1,1,0.050791155,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,2000,1,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,<2,6,6,0.304746932,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,<2,128,256,13.00253577,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,<2,96,192,9.751901825,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae megalopa,NA,NA,4.1,1,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae zoea,NA,NA,<2,11,22,1.117405417,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,1,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,>10,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,chaetognath,NA,NA,23,1,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,<2,61,122,6.196520951,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid furcilia larvae,NA,NA,<2,4,8,0.406329243,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Fabia,subquadrata,TBD,TBD,TBD,Fabia subquadrata zoea,zoea,NA,<2,1,2,0.101582311,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,1000,0.5,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,<2,11,22,1.117405417,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,45,1500,76.18673301,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetidius,diveregns,TBD,TBD,TBD,Aetidius divergens,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,6,200,10.15823107,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,NA,TBD,TBD,TBD,Calanus copedite,NA,NA,<2,17,566.6666667,28.78165469,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,<2,7,233.3333333,11.85126958,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,7,233.3333333,11.85126958,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C3,NA,<2,3,100,5.079115534,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C2,NA,<2,3,100,5.079115534,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,212,7066.666667,358.9241644,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,0.4,5,166.6666667,8.465192558,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Hexanauplia,Cyclopoida,Oncaeidae,Oncaea,NA,TBD,TBD,TBD,Oncaea,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,<1,Annelida,Polychaeta,NA,NA,NA,NA,TBD,TBD,TBD,Polychaete (spionid nectochaete),NA,NA,<2,1,33.33333333,1.693038511,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,58,1933.333333,98.19623364,Jihyun Kim,NA,NA,NA,NA
JSPK1118,NA,250,0.03,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,<2,2,66.66666667,3.386077023,Jihyun Kim,NA,NA,NA,NA
JSPK1122,15.57725081,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,6.5,1,1,0.06419618,Andrea Le,NA,121.4,7.793416276,gelatinous
JSPK1122,15.57725081,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,6.5,1,1,0.06419618,Andrea Le,NA,46.2,2.965863525,non-gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,4.5,1,1,0.06419618,Andrea Le,NA,121.4,7.793416276,gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,4.5,1,1,0.06419618,Andrea Le,NA,46.2,2.965863525,non-gelatinous
JSPK1122,15.57725081,2000,1,>10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,13,1,1,0.06419618,Andrea Le,NA,121.4,7.793416276,gelatinous
JSPK1122,15.57725081,2000,1,>10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,13,1,1,0.06419618,Andrea Le,NA,46.2,2.965863525,non-gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,4.25,6,6,0.385177081,Andrea Le,NA,121.4,7.793416276,gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,4.25,6,6,0.385177081,Andrea Le,NA,46.2,2.965863525,non-gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,TBD,TBD,TBD,Sarsia,NA,NA,4.8,1,1,0.06419618,Andrea Le,NA,121.4,7.793416276,gelatinous
JSPK1122,15.57725081,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,TBD,TBD,TBD,Sarsia,NA,NA,4.8,1,1,0.06419618,Andrea Le,NA,46.2,2.965863525,non-gelatinous
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.5,19,19,1.219727424,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.7,39,39,2.503651028,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,F,4,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,M,3.3,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.8,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,3.4,3,3,0.192588541,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,2.5,2,2,0.12839236,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,3.2,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,3.1,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,3.9,10,10,0.641961802,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,TBD,TBD,TBD,Porcellanidae,NA,NA,2.5,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,TBD,TBD,TBD,Sarsia,NA,NA,2.4,1,1,0.06419618,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,F,2.2,11,11,0.706157982,Andrea Le,NA,140.5,9.019563318,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,129,6450,414.0653623,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,18,900,57.77656218,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,2,100,6.41961802,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,C5,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,<C5,NA,<2,3,150,9.62942703,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,6,300,19.25885406,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C3,NA,<2,3,150,9.62942703,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C2,NA,<2,2,100,6.41961802,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,4,200,12.83923604,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,12,600,38.51770812,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Echinodermata,NA,NA,NA,NA,NA,TBD,TBD,TBD,Echinodermata,NA,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,39,1950,125.1825514,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,<C5,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,5,250,16.04904505,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,15,750,48.14713515,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod egg,NA,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,<2,2,100,6.41961802,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,3,150,9.62942703,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,5,250,16.04904505,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,2.5,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,130,6500,417.2751713,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,80,4000,256.7847208,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1122,15.57725081,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,<C5,NA,<2,1,50,3.20980901,Andrea Le,NA,1694.2,108.7611685,NA
JSPK1123,15.37479845,2000,1,5 to 10,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,5.05,4,4,0.260166012,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,TBD,TBD,TBD,Annatiara affinis,NA,NA,3.3,1,1,0.065041503,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,2 to 5,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,NA,TBD,TBD,TBD,Caligus,NA,NA,4.5,1,1,0.065041503,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,13,2,2,0.130083006,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,5.9,5,5,0.325207515,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,2 to 5,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ctenophora,NA,TBD,TBD,TBD,Ctenophore,NA,NA,4,1,1,0.065041503,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,5 to 10,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA,TBD,TBD,TBD,Eucalanus,NA,NA,5,1,1,0.065041503,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,>10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,19,1,1,0.065041503,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,2000,1,5 to 10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,7.75,7,7,0.455290521,Andrea Le,NA,874.4,56.87229025,gelatinous
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetidius,diveregns,TBD,TBD,TBD,Aetidius divergens,NA,NA,2.2,4,4,0.260166012,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,digitale,TBD,TBD,TBD,Aglantha digitale,NA,NA,3.7,1,1,0.065041503,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,affinis,TBD,TBD,TBD,Annatiara affinis,NA,NA,2.7,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.5,21,21,1.365871564,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.7,7,7,0.455290521,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,3,3,0.195124509,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,13.5,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,TBD,TBD,TBD,Clytia,NA,NA,2.8,1,1,0.065041503,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,1 to 2,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (fish),NA,NA,<2,1,1,0.065041503,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,2.6,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA,TBD,TBD,TBD,Eucalanus,NA,NA,4.4,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,5 to 10,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,TBD,TBD,TBD,Hyperiid (themisto),NA,NA,5.4,3,3,0.195124509,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,3.25,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,2.8,31,31,2.016286594,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,3.25,7,7,0.455290521,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,NA,NA,TBD,TBD,TBD,Pinnotheridae,NA,NA,3.7,3,3,0.195124509,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,6,6,0.390249018,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,5 to 10,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,TBD,TBD,TBD,Syllidae,NA,NA,6.25,3,3,0.195124509,Andrea Le,NA,121.6,7.909046769,NA
JSPK1123,15.37479845,1000,1,2 to 5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,F,2.2,2,2,0.130083006,Andrea Le,NA,121.6,7.909046769,NA
