sampleID,site,location,region,date,depth,mesh,flowin,flowout,distance,duration,volume,vol.cor,sieve,fraction.proc,sizeclass,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,totcount,abundance,lab.processor,processor.notes
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,02-Jan,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Eplabidocera longipedata,,NA,<2,1,100,6.09,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Other,Other,Other,Euphausiid egg,NA,NA,<2,507,50700,3089.18,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid nauplius,nauplius,NA,<2,3,300,18.28,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,7,700,42.65,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,Other,Gastropoda,Gastropoda,Gastropod veliger,veliger,NA,<2,1,100,6.09,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,02-Jan,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,3,300,18.28,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,Other,Oithona,Oithona,Oithona,NA,NA,<2,2,200,12.19,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,1,100,6.09,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,02-Jan,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,28,2800,170.61,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,05-Feb,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,2,1,100,6.09,Jihyun Kim,
JSPK1093,J07,JS,South,6/29/2015,0,250,371340,374247,78.11988912,NA,15.33102824,16.41211502,250,0.01,02-Jan,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus copedite,NA,NA,<2,2,200,12.19,Jihyun Kim,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,2000,1,5-10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leuckartiara spp,NA,NA,7,1,1,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,2000,1,2-5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,TBD,TBD,TBD,Porcellanidae,NA,NA,3.2,1,1,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.65,8,8,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.7,2,2,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,C5,NA,2.7,2,2,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,TBD,TBD,TBD,Hyperiid (themisto),NA,NA,3.5,3,3,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,5-10,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,6.5,1,1,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,3,1,1,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,TBD,TBD,TBD,Metridia,NA,NA,2.7,1,1,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,380,19000,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,51,2550,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,veliger,NA,<2,1,50,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,20,1000,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,<C5,NA,<2,1,50,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,1,50,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,<C5,NA,<2,1,50,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,9,450,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,3,150,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,2,100,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,237,11850,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,<C5,NA,<2,2,100,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Epilabidocera longipedata,NA,NA,<2,1,50,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,6,300,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,66,3300,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,<2,2,100,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,27,1350,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,2,100,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,9,450,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,15,750,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,12,600,TBD,Andrea Le,
JSPK1031,J07,TBD,TBD,2015-06-02,Zero,250um,140239,145021,TBD,NA,25.79936958,TBD,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,M,<2,4,200,TBD,Andrea Le,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,8,8,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,3,3,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,1-2,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,megalopa,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,3,3,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C2,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid egg,NA,NA,<2,215,215,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid nauplius,nauplius,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod veliger,veliger,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,2-5,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Halitholus,NA,TBD,TBD,TBD,Halitholus,NA,NA,3.3,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,2-5,Cnidaria,Hydrozoa,Leptomedusae,NA,NA,NA,TBD,TBD,TBD,Leptomedusae,NA,NA,2.9,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,7,7,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,<2,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,2000,1,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Trocophore,NA,NA,<2,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,8,8,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,3.8,4,4,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.6,9,9,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Callianassidae,NA,NA,TBD,TBD,TBD,Callianassidae zoea,zoea,NA,3.5,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae,NA,NA,2.75,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,2,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,TBD,TBD,TBD,Decapoda,NA,NA,4.5,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Insecta,Diptera,NA,NA,NA,TBD,TBD,TBD,Diptera,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid egg,NA,NA,<2,26,26,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Fish egg,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,,,,,,,TBD,TBD,TBD,Hippolyhdae zoea,zoea,NA,3.25,2,2,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,TBD,TBD,TBD,Hyperiid (themisto),NA,NA,2.7,7,7,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-10,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,4.75,12,12,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,6,6,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,2.1,55,55,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,1000,1,<1,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus copedite,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,TBD,TBD,TBD,Acartia,NA,NA,<2,57,5700,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,20,2000,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Bryozoa,NA,NA,NA,NA,NA,TBD,TBD,TBD,Bryozoa,NA,NA,<2,4,400,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,2-5,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,2.5,2,200,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,10,1000,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,2,200,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg,NA,NA,<2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,TBD,TBD,TBD,Eplabidocera longipedata,,NA,<2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid egg,NA,NA,<2,507,50700,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid nauplius,nauplius,NA,<2,3,300,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,7,700,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod veliger,veliger,NA,<2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,1-2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,3,300,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,2,200,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,28,2800,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,2-5,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,NA,2,1,100,TBD,Jihyun Kim,
JSPK1093,J07,TBD,TBD,2015-06-29,Zero,250um,371340,374247,TBD,NA,16.41211502,TBD,250,0.01,<1,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus copedite,NA,NA,<2,2,200,TBD,Jihyun Kim,
JSPK1118,J02,TBD,TBD,2016-06-09,Zero,250um,647476,650902,TBD,0:02:29,19.68846728,TBD,2000,1,1-2,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,TBD,TBD,TBD,Calanus marshallae,NA,NA,<2,1,1,TBD,Jihyun Kim,
JSPK1118,J02,TBD,TBD,2016-06-09,Zero,250um,647476,650902,TBD,0:02:29,19.68846728,TBD,2000,1,2-5,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA,TBD,TBD,TBD,Cancridae megalopa,NA,NA,5.1,2,2,TBD,Jihyun Kim,
