project,action,seine_id,date,work_area,survey,site_id,UFN,semsp_id,jsp_survey_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments,quality_log,sampling_week
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5150,2016-06-03-D07-CU-10,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,5,78,82,NA,Did not take DNA sample,isopod on gill,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5149,2016-06-03-D07-CU-4,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,11.1,99,104,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5148,2016-06-03-D07-CU-6,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-27,NONE,PRESENT,4.9,76,80,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5147,2016-06-03-D07-CU-9,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-27,NONE,PRESENT,6.3,82,87,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5146,2016-06-03-D07-CU-7,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-27,NONE,PRESENT,11.8,104,110,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5145,2016-06-03-D07-CU-1,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-27,NONE,ABSENT,6.1,82,86,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5144,2016-06-03-D07-CU-8,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-27,NONE,PRESENT,7.3,86,91,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE300N1,2016-06-03,QUADRA,DI_C,D07,U5141,2016-06-03-D07-CU-3,DE300,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,11.8,105,110,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,02-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5169,2016-06-08-D11-CU-8,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,8.6,96,101,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5161,2016-06-08-D11-CU-9,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,23.6,132,138,NA,Did not take DNA sample,isopod in whirlpak,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5394,2016-06-08-D11-PI-9,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,9.1,97,101,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5392,2016-06-08-D11-PI-10,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,12,107,112,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5391,2016-06-08-D11-PI-6,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,8.8,96,100,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5390,2016-06-08-D11-PI-8,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,14,102,107,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5385,2016-06-08-D11-PI-5,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-15,NONE,PRESENT,8.9,97,101,NA,Did not take DNA sample,1 anisakis,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5393,2016-06-08-D11-PI-7,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,8.4,97,102,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5389,2016-06-08-D11-PI-4,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-17,NONE,PRESENT,9.4,96,100,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5388,2016-06-08-D11-PI-3,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-15,NONE,PRESENT,8.2,94,98,NA,Did not take DNA sample,abbrasion right at base of tail,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5387,2016-06-08-D11-PI-1,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-15,NONE,PRESENT,14.6,110,114,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5386,2016-06-08-D11-PI-2,DE303,PI,NA,NA,NA,NA,NA,NA,2018-10-15,NONE,PRESENT,8.3,88,91,NA,Did not take DNA sample,NA,KB,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5170,2016-06-08-D11-CU-7,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,9.7,91,96,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5168,2016-06-08-D11-CU-10,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,8.1,89,93,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5167,2016-06-08-D11-CU-5,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,7.2,85,89,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5166,2016-06-08-D11-CU-3,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,10.9,101,106,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5165,2016-06-08-D11-CU-4,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,8.7,97,101,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5164,2016-06-08-D11-CU-1,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,11.5,102,107,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5163,2016-06-08-D11-CU-2,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,18.4,113,117,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE303N1,2016-06-08,QUADRA,DI,D11,U5162,2016-06-08-D11-CU-6,DE303,CU,NA,NA,NA,NA,NA,NA,2018-09-28,NONE,PRESENT,6.7,77,81,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5224,2016-06-09-D07-CU-1,DE308,CU,NA,NA,NA,NA,NA,NA,2018-10-03,NONE,PRESENT,8.1,89,94,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5223,2016-06-09-D07-CU-2,DE308,CU,NA,NA,NA,NA,NA,NA,2018-10-03,NONE,PRESENT,11.2,99,104,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5222,2016-06-09-D07-CU-4,DE308,CU,NA,NA,NA,NA,NA,NA,2018-10-03,NONE,PRESENT,10.1,94,99,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5276,2016-06-09-D07-PI-7,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,9.9,97,101,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5275,2016-06-09-D07-PI-8,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,6.9,88,92,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5260,2016-06-09-D07-PI-10,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,9.1,95,100,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5221,2016-06-09-D07-CU-3,DE308,CU,NA,NA,NA,NA,NA,NA,2018-10-03,NONE,PRESENT,16.5,112,117,NA,Did not take DNA sample,4 crustaceans in bag,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5274,2016-06-09-D07-PI-6,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,7.8,92,96,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5261,2016-06-09-D07-PI-5,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,7.8,91,95,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5259,2016-06-09-D07-PI-4,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,7.9,87,91,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5258,2016-06-09-D07-PI-9,DE308,PI,NA,NA,NA,NA,NA,NA,2018-10-10,NONE,PRESENT,8.5,91,95,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5073,2016-06-09-D07-PI-3,DE308,PI,NA,NA,NA,NA,NA,NA,2018-02-21,NONE,PRESENT,13.7,106,111,NA,2016-06-09-D07-PI-3,NA,JG,FULL WORK-UP 3,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5075,2016-06-09-D07-PI-2,DE308,PI,NA,NA,NA,NA,NA,NA,2018-02-21,NONE,PRESENT,9.2,96,100,NA,2016-06-09-D07-PI-2,NA,JG,FULL WORK-UP 3,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun
JSP,NA,DE308N1,2016-06-09,QUADRA,DI_C,D07,U5074,2016-06-09-D07-PI-1,DE308,PI,NA,NA,NA,NA,NA,NA,2018-02-21,NONE,PRESENT,8.7,84,88,NA,2016-06-09-D07-PI-1,NA,JG,FULL WORK-UP 3,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA,09-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U2978,2016-06-14-D09-CU-9,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,9.4,96,101,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3327,2016-06-14-D09-CU-4,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,8,92,97,NA,Outside scalpel touched spleen,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3766,2016-06-14-D09-PI-5,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,7.6,92,96,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3769,2016-06-14-D09-PI-3,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,9.9,98,102,NA,NA,Large white lump on anterior kidney,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U2979,2016-06-14-D09-CU-10,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,8.5,95,99,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3502,2016-06-14-D09-CU-8,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,13,109,113,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3501,2016-06-14-D09-CU-7,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,10.7,100,105,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3325,2016-06-14-D09-CU-6,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,13.1,108,113,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3326,2016-06-14-D09-CU-5,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,10.1,101,106,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3503,2016-06-14-D09-CU-3,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-06,NONE,PRESENT,8.5,95,100,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3328,2016-06-14-D09-CU-2,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,10.2,99,104,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3329,2016-06-14-D09-CU-1,DE322,CU,NA,NA,NA,NA,NA,NA,2017-02-05,NONE,PRESENT,9.6,97,102,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3763,2016-06-14-D09-PI-10,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,11.9,107,111,NA,Skipped scale id 26,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3767,2016-06-14-D09-PI-9,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,7.9,96,102,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3762,2016-06-14-D09-PI-8,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,11.4,106,111,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3771,2016-06-14-D09-PI-7,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,8.9,100,105,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3770,2016-06-14-D09-PI-6,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,9.6,99,104,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3764,2016-06-14-D09-PI-4,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,7.7,92,97,NA,NA,Redness around vent,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3768,2016-06-14-D09-PI-2,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-16,NONE,PRESENT,10.6,102,106,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE322N1,2016-06-14,QUADRA,DI_C,D09,U3765,2016-06-14-D09-PI-1,DE322,PI,NA,NA,NA,NA,NA,NA,2017-02-15,NONE,PRESENT,10.1,101,105,NA,NA,NA,CVJ,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5312,2016-06-16-D07-PI-2,DE327,PI,NA,NA,NA,NA,NA,NA,2018-10-16,NONE,PRESENT,10.4,105,109,NA,Did not take DNA sample,NA,JG,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5139,2016-06-16-D07-CU-3,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,13.7,105,110,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5137,2016-06-16-D07-CU-7,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,12.7,99,105,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5136,2016-06-16-D07-CU-10,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,13.5,104,109,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5135,2016-06-16-D07-CU-1,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,12,106,111,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5134,2016-06-16-D07-CU-4,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-24,NONE,PRESENT,9,89,94,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5133,2016-06-16-D07-CU-9,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,9.3,92,97,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
JSP,NA,DE327N1,2016-06-16,QUADRA,DI_C,D07,U5132,2016-06-16-D07-CU-2,DE327,CU,NA,NA,NA,NA,NA,NA,2018-09-21,NONE,PRESENT,12.1,104,109,NA,Did not take DNA sample,NA,EJ,STREAMLINED_WORKUP_2018_WITH_STOMACHS,SEMSP,DISSECTED,NA,NA,HAKAI,Technicianmr,NA,NA,16-Jun
